Subject,openingHoursSpecification,má-kontakt,hasEnd,hasEmail,má-vstupné,hasBeginning,Description (cs),Description (en),rest,má-vykonavatele-majetkových-práv-autorských-u-autorského-díla,inXSDDateTimeStamp,hasURL,druh (cs),druh (en),má-přílohu,downloadUrl,databáze-chráněná-zvláštními-právy-pořizovatele-databáze,legalName (cs),notation,má-podmínky-užití,geometry,first,originální-databáze,licence-autorského-díla,coordinates,encodingFormat,obsahuje-více-autorských-děl,Type,má-časový-interval,Title (cs),Title (en),superEvent,obsahuje-osobní-údaje,type,obsahuje-autorské-dílo
https://blank_Nodes_IRI.org/705,,,,,,,,,,,,,,,,,,,,,,,,,2172,,,,,,,,,,
https://blank_Nodes_IRI.org/2359,,,,,,,,,,,2024-12-20T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/201,,,,,,,,,,,,,,,,,,,,,,,,,2174,,,,,,,,,,
https://blank_Nodes_IRI.org/202,,,,fg@faitgallery.com,,,,,,,,https://www.gotobrno.cz/akce/druha-strana-fotografie/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/204,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/10/drat_svoboda_mensi.png,,,,,,,,,,png,,,,,,,,,
https://blank_Nodes_IRI.org/2360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2361,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2362,,,2364,,,2363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2363,,,,,,,,,,,2024-11-06T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/706,,,,skolniprohlidky@ticbrno.cz,,,,,,,,https://www.gotobrno.cz/akce/prohlidky-brna-pro-skoly-nase-klasika/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2364,,,,,,,,,,,2024-12-22T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/353,,,,,,,,,,,,,,,,,,,,,,,,,2176,,,,,,,,,,
https://blank_Nodes_IRI.org/354,,,,muzeum@avion-hotel.cz,,,,,,,,https://www.gotobrno.cz/akce/komentovana-prohlidka-hotelem-avion/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/356,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2017/07/brno-panorama-zapad-slunce.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2366,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2367,,,2369,,,2368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2368,,,,,,,,,,,2024-11-08T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/707,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2023/02/obecne-s-detmi-a-pruvodcem-4-min-scaled.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2369,,,,,,,,,,,2025-02-21T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/117,,,,,,,,,,,,,,,,,,,,,,,,,2178,,,,,,,,,,
https://blank_Nodes_IRI.org/118,,,,,,,,,,,,https://www.gotobrno.cz/akce/chorvatske-vytvarne-umeni-20-a-21-stoleti-ve-sbirkach-varazdinskeho-mestskeho-muzea/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/119,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2017/07/moravske-zemske-muzeum-monika-hlavacova.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2373,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2374,,,2376,,,2375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2375,,,,,,,,,,,2024-11-08T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2376,,,,,,,,,,,2035-05-15T02:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/348,,,,,,,,,,,,,,,,,,,,,,,,,2180,,,,,,,,,,
https://blank_Nodes_IRI.org/349,,,,galbori@seznam.cz,,,,,,,,https://www.gotobrno.cz/akce/klub-sebeobrany-brno-sorudo/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/351,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/11/aaaa.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2378,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2379,,,2381,,,2380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2380,,,,,,,,,,,2024-11-12T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2381,,,,,,,,,,,2024-12-31T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2371,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/216,,,,,,,,,,,,,,,,,,,,,,,,,2182,,,,,,,,,,
https://blank_Nodes_IRI.org/217,,,,spilberk@muzeumbrna.cz,,,,,,,,https://www.gotobrno.cz/akce/fenomen-fatra/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/219,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/11/img_20230418_105803-scaled.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2383,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2384,,,2386,,,2385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2385,,,,,,,,,,,2024-11-12T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2386,,,,,,,,,,,2024-12-19T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/683,,,,,,,,,,,,,,,,,,,,,,,,,2184,,,,,,,,,,
https://blank_Nodes_IRI.org/684,,,,info@holubnikstudio.cz,,,,,,,,https://www.gotobrno.cz/akce/predvanocni-dilny-v-holubniku/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/686,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/11/holubnik_studio_-_predvanocni_dilny_2024-scaled.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2389,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2390,,,2392,,,2391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2391,,,,,,,,,,,2024-11-12T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2392,,,,,,,,,,,2024-12-20T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2387,,,2394,,,2393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/410,,,,,,,,,,,,,,,,,,,,,,,,,2186,,,,,,,,,,
https://blank_Nodes_IRI.org/411,,,,muzeum@malymehrin.cz,,,,,,,,https://www.gotobrno.cz/akce/kresby-z-terezina-denik-gisely-rottonara/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/413,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/11/rottonara2-1.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2396,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2397,,,2399,,,2398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2398,,,,,,,,,,,2024-11-13T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2399,,,,,,,,,,,2025-12-30T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2393,,,,,,,,,,,2021-01-01T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/477,,,,,,,,,,,,,,,,,,,,,,,,,2188,,,,,,,,,,
https://blank_Nodes_IRI.org/478,,,,muzeum@malymehrin.cz,,,,,,,,https://www.gotobrno.cz/akce/maly-mehrin-3d-expozice/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/480,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/11/mistnost2-uprostred_holasomir3817_72dpi-inet.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2401,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2402,,,2404,,,2403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2403,,,,,,,,,,,2024-11-13T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2404,,,,,,,,,,,2025-12-31T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2394,,,,,,,,,,,2050-12-31T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1034,,,,,,,,,,,,,,,,,,,,,,,,,2190,,,,,,,,,,
https://blank_Nodes_IRI.org/1035,,,,muzeum@malymehrin.cz,,,,,,,,https://www.gotobrno.cz/akce/vitezny-navrh-budovy-muzea-mehrin/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1037,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/11/mehrin2.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2406,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2407,,,2409,,,2408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2408,,,,,,,,,,,2024-11-15T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2409,,,,,,,,,,,2025-01-12T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/729,,,,,,,,,,,,,,,,,,,,,,,,,2192,,,,,,,,,,
https://blank_Nodes_IRI.org/725,,,,,,,,,,,,,,,,,,,,,,,,,2194,,,,,,,,,,
https://blank_Nodes_IRI.org/838,,,,,,,,,,,,,,,,,,,,,,,,,2196,,,,,,,,,,
https://blank_Nodes_IRI.org/839,,,,spilberk@muzeumbrna.cz,,,,,,,,https://www.gotobrno.cz/akce/svetelny-park-na-spilberku/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/841,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/10/svetelny-park-2.png,,,,,,,,,,png,,,,,,,,,
https://blank_Nodes_IRI.org/2410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2411,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2412,,,2414,,,2413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2413,,,,,,,,,,,2024-11-22T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2414,,,,,,,,,,,2024-12-23T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/726,,,,skolniprohlidky@ticbrno.cz,,,,,,,,https://www.gotobrno.cz/akce/pruvodcovske-sluzby-prohlidky-brna-pro-skoly/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/84,,,,,,,,,,,,,,,,,,,,,,,,,2198,,,,,,,,,,
https://blank_Nodes_IRI.org/85,,,,,,,,,,,,https://www.gotobrno.cz/akce/brnenske-vanoce-2/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/86,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/12/nz8_9571-mru.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2416,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2417,,,2419,,,2418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2418,,,,,,,,,,,2024-11-23T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2419,,,,,,,,,,,2025-01-31T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1,,,,,,,,,,,,,,,,,,,,,,,,,2200,,,,,,,,,,
https://blank_Nodes_IRI.org/727,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2021/04/prohlidky-brna-pro-skoly-scaled.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2,,,,spilberk@muzeumbrna.cz,,,,,,,,https://www.gotobrno.cz/akce/100-let-tradice-vanocniho-stromu-republiky/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/4,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/11/strom100let_1920x463_web.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2423,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2424,,,2426,,,2425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2425,,,,,,,,,,,2024-11-25T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2426,,,,,,,,,,,2024-12-20T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/930,,,,,,,,,,,,,,,,,,,,,,,,,2202,,,,,,,,,,
https://blank_Nodes_IRI.org/2420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/931,,,,nadace@veronica.cz,,,,,,,,https://www.gotobrno.cz/akce/vanocni-jedlicka/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/933,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/11/jedlicka_u_obchodu.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2428,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2429,,,2431,,,2430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2430,,,,,,,,,,,2024-11-30T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2431,,,,,,,,,,,2025-01-12T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1053,,,,,,,,,,,,,,,,,,,,,,,,,2204,,,,,,,,,,
https://blank_Nodes_IRI.org/2421,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1054,,,,letohradekbrno@seznam.cz,,,,,,,,https://www.gotobrno.cz/akce/vystava-zahranicni-a-exoticke-betlemy/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1056,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/10/20240806_105905-scaled.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2433,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2434,,,2436,,,2435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2435,,,,,,,,,,,2024-11-30T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2436,,,,,,,,,,,2025-01-31T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/372,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,,,,,,
https://blank_Nodes_IRI.org/736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/373,,,,nekuza@tmbrno.cz,,,,,,,,https://www.gotobrno.cz/akce/komorni-vystava-mechanicke-vanoce-ii/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/375,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/12/07-scaled.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2439,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2440,,,2442,,,2441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2441,,,,,,,,,,,2024-12-01T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2442,,,,,,,,,,,2025-01-06T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/415,,,,,,,,,,,,,,,,,,,,,,,,,2208,,,,,,,,,,
https://blank_Nodes_IRI.org/2437,,,2444,,,2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/416,,,,krestanskevanoce@dieceze.cz,,,,,,,,https://www.gotobrno.cz/akce/krestanske-vanoce/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/418,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/11/20231224172216-toci-z089762.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2446,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2447,,,2449,,,2448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2448,,,,,,,,,,,2024-12-01T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2449,,,,,,,,,,,2025-01-19T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/997,,,,,,,,,,,,,,,,,,,,,,,,,2210,,,,,,,,,,
https://blank_Nodes_IRI.org/2443,,,,,,,,,,,2021-01-01T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/998,,,,info@vida.cz,,,,,,,,https://www.gotobrno.cz/akce/vedecke-vanoce-dilnicky-s-pokusy-ve-vida/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/1000,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/12/dsc_4221-scaled.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2451,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2452,,,2454,,,2453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2453,,,,,,,,,,,2024-12-02T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2454,,,,,,,,,,,2024-12-20T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/20,,,,,,,,,,,,,,,,,,,,,,,,,2212,,,,,,,,,,
https://blank_Nodes_IRI.org/2444,,,,,,,,,,,2050-12-31T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/21,,,,,,,,,,,,https://www.gotobrno.cz/akce/adventni-navsteva-expozice-vita-christi-s-pripominkou-narozeni-jezise-krista/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/23,,,,,,,,,,,,,,,,https://www.gotobrno.cz/wp-content/uploads/2024/11/dscf4555-scaled.jpg,,,,,,,,,,jpeg,,,,,,,,,
https://blank_Nodes_IRI.org/2455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2456,,,,,,,,,,,,,,,,,,Turisticko informační centrum (TIC),00101460,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2457,,,2459,,,2458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2458,,,,,,,,,,,2024-12-05T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/2459,,,,,,,,,,,2025-01-31T01:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,
https://blank_Nodes_IRI.org/649,,,,,,,,,,,,,,,,,,,,,,,,,2214,,,,,,,,,,
https://blank_Nodes_IRI.org/737,,,,,,,,,,,,,,,,,,,,,,,,,2216,,,,,,,,,,
https://blank_Nodes_IRI.org/650,,,,kultura@kjm.cz,,,,,,,,https://www.gotobrno.cz/akce/pavel-salak-ztracena-zeme-vernisaz-vystavy/,"""TIC, příspěvová organizace města""","""TIC, Brno city-owned company""",,,,,,,,,,,,,,,,,,,,,
